ASN,Org,Prefix,Center_IP,PTR_Hostname,Status,Country,Region,City,Latitude,Longitude,Message
4780,SEEDNet,218.211.220.0/24,218.211.220.128,adsl-218-211-220-128.scj.dynamic.sparqnet.net,success,Taiwan,New Taipei City,Banqiao,25.0104,121.4684,
4780,SEEDNet,218.211.221.0/24,218.211.221.128,adsl-218-211-221-128.scj.dynamic.sparqnet.net,success,Taiwan,New Taipei City,Banqiao,25.0104,121.4684,
4780,SEEDNet,218.211.222.0/24,218.211.222.128,adsl-218-211-222-128.scj.dynamic.sparqnet.net,success,Taiwan,New Taipei City,Banqiao,25.0104,121.4684,
4780,SEEDNet,220.228.73.0/24,220.228.73.128,adsl-220-228-73-128.kh.sparqnet.net,success,Taiwan,Hsinchu City,Hsinchu,24.8065,120.9706,
4780,SEEDNet,220.228.75.0/24,220.228.75.128,adsl-220-228-75-128.kh.sparqnet.net,success,Taiwan,Hsinchu City,Hsinchu,24.8065,120.9706,
4780,SEEDNet,220.228.80.0/24,220.228.80.128,adsl-220-228-80-128.kh.sparqnet.net,success,Taiwan,Hsinchu City,Hsinchu,24.8065,120.9706,
4780,SEEDNet,220.228.82.0/24,220.228.82.128,adsl-220-228-82-128.kh.sparqnet.net,success,Taiwan,Hsinchu City,Hsinchu,24.8065,120.9706,
4780,SEEDNet,220.228.83.0/24,220.228.83.128,adsl-220-228-83-128.kh.sparqnet.net,success,Taiwan,Hsinchu City,Hsinchu,24.8065,120.9706,
4780,SEEDNet,220.228.85.0/24,220.228.85.128,adsl-220-228-85-128.kh.sparqnet.net,success,Taiwan,Hsinchu City,Hsinchu,24.8065,120.9706,
4780,SEEDNet,220.228.86.0/24,220.228.86.128,adsl-220-228-86-128.kh.sparqnet.net,success,Taiwan,Hsinchu City,Hsinchu,24.8065,120.9706,
4780,SEEDNet,220.228.87.0/24,220.228.87.128,adsl-220-228-87-128.kh.sparqnet.net,success,Taiwan,Hsinchu City,Hsinchu,24.8065,120.9706,
4780,SEEDNet,220.228.168.0/24,220.228.168.128,220.228.168.128.xuenn.com.tw,success,Taiwan,Hsinchu City,Hsinchu,24.8065,120.9706,
4780,SEEDNet,220.229.12.0/24,220.229.12.128,adsl-220-229-12-128.kh.sparqnet.net,success,Taiwan,Taiwan,Taipei,25.0423,121.567,
4780,SEEDNet,220.229.13.0/24,220.229.13.128,adsl-220-229-13-128.kh.sparqnet.net,success,Taiwan,Taiwan,Taipei,25.0423,121.567,
4780,SEEDNet,220.229.17.0/24,220.229.17.128,adsl-220-229-17-128.kh.sparqnet.net,success,Taiwan,Taiwan,Taipei,25.0423,121.567,
4780,SEEDNet,220.229.18.0/24,220.229.18.128,adsl-220-229-18-128.kh.sparqnet.net,success,Taiwan,Taiwan,Taipei,25.0423,121.567,
4780,SEEDNet,220.229.19.0/24,220.229.19.128,adsl-220-229-19-128.kh.sparqnet.net,success,Taiwan,Taiwan,Taipei,25.0423,121.567,
4780,SEEDNet,220.229.52.0/24,220.229.52.128,220.229.52.128.adsl.static.sparqnet.net,success,Taiwan,Taiwan,Taipei,25.0423,121.567,
4780,SEEDNet,220.229.54.0/24,220.229.54.128,220.229.54.128.adsl.static.sparqnet.net,success,Taiwan,Taiwan,Taipei,25.0423,121.567,
4780,SEEDNet,220.229.55.0/24,220.229.55.128,220.229.55.128.adsl.static.sparqnet.net,success,Taiwan,Taiwan,Taipei,25.0423,121.567,
