asn,name,prefix,family,center_ip,geo_status,geo_message,country,region,city,lat,lon,isp,as,query
1659,TANet,140.130.175.0/24,ipv4,140.130.175.128,success,,Taiwan,Tainan,Tainan City,22.9917,120.2148,T-YCRC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,140.130.175.128
1659,TANet,140.131.1.0/24,ipv4,140.131.1.128,success,,Taiwan,Taiwan,Taipei,25.0173,121.54,T-TP1RC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,140.131.1.128
1659,TANet,140.131.2.0/23,ipv4,140.131.3.0,success,,Taiwan,Taiwan,Taipei,25.0173,121.54,T-TP1RC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,140.131.3.0
1659,TANet,140.131.4.0/22,ipv4,140.131.6.0,success,,Taiwan,Taiwan,Taipei,25.0173,121.54,T-TP1RC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,140.131.6.0
1659,TANet,140.131.8.0/21,ipv4,140.131.12.0,success,,Taiwan,Taiwan,Taipei,25.0173,121.54,T-TP1RC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,140.131.12.0
1659,TANet,140.131.16.0/22,ipv4,140.131.18.0,success,,Taiwan,Taiwan,Taipei,25.0173,121.54,T-TP1RC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,140.131.18.0
1659,TANet,140.131.20.0/24,ipv4,140.131.20.128,success,,Taiwan,Taiwan,Taipei,25.0173,121.54,T-TP1RC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,140.131.20.128
1659,TANet,140.131.150.0/23,ipv4,140.131.151.0,success,,Taiwan,Taiwan,Taipei,25.0173,121.54,T-TP1RC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,140.131.151.0
1659,TANet,140.131.152.0/21,ipv4,140.131.156.0,success,,Taiwan,Taiwan,Taipei,25.0173,121.54,T-TP1RC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,140.131.156.0
1659,TANet,140.131.160.0/19,ipv4,140.131.176.0,success,,Taiwan,Taiwan,Taipei,25.0173,121.54,T-TP1RC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,140.131.176.0
1659,TANet,140.133.32.0/19,ipv4,140.133.48.0,success,,Taiwan,Kaohsiung,Kaohsiung,22.6148,120.3139,T-MOE.GOV.TW,AS1659 Taiwan Academic Network (TANet) Information Center,140.133.48.0
1659,TANet,140.134.0.0/16,ipv4,140.134.128.0,success,,Taiwan,Taichung City,Taichung,24.144,120.6844,T-FCU.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,140.134.128.0
1659,TANet,140.136.0.0/15,ipv4,140.137.0.0,success,,Taiwan,Taiwan,Neihu District,25.0689,121.591,T-PCCU.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,140.137.0.0
1659,TANet,140.138.0.0/16,ipv4,140.138.128.0,success,,Taiwan,New Taipei City,Banqiao,25.0104,121.4684,Taiwan Academic Network (TANet) Information Center,AS1659 Taiwan Academic Network (TANet) Information Center,140.138.128.0
