id,timestamp,source_region,destination_ip,bgp_as_path,latency_ms,traceroute_result
11,"2025-09-13 04:20:22",local_mac,103.153.176.111,"Private → HINET Data Communication Business Group, TW → NA → HINET Data Communication Business Group, TW → NA → AS-FASTLINE Hong Da Storage Equipment Co., Ltd., TW",13.3762726416955,"172.16.193.250 → 168.95.98.254 → 168.95.128.42 → * → * → * → 220.128.1.105 → 203.75.230.117 → 103.123.252.13 → 113.21.85.137 → * → 103.51.91.6 → 103.153.176.111"
12,"2025-09-13 04:21:11",local_mac,103.167.250.30,"Private → HINET Data Communication Business Group, TW → NA → HINET Data Communication Business Group, TW → SDCL-AS-AP Sky Digital Co., Ltd., TW → ITLAB-AS-AP Internet Technology Laboratory, TW",7.57806641714914,"172.16.193.250 → 168.95.98.254 → 168.95.129.46 → * → * → * → 220.128.1.181 → 210.242.214.125 → * → * → * → 103.246.218.58 → * → 103.167.250.30"
13,"2025-09-13 04:21:42",local_mac,103.153.176.111,"Private → HINET Data Communication Business Group, TW → NA → HINET Data Communication Business Group, TW → NA → AS-FASTLINE Hong Da Storage Equipment Co., Ltd., TW",19.6944016676683,"172.16.193.250 → 168.95.98.254 → 168.95.128.42 → * → * → * → 220.128.1.105 → 203.75.230.117 → 103.123.252.13 → 113.21.85.137 → * → 103.51.91.6 → 103.153.176.111"
14,"2025-09-13 04:22:24",local_mac,103.137.22.224,"Private → HINET Data Communication Business Group, TW → NA → SDCL-AS-AP Sky Digital Co., Ltd., TW",11.9514465332031,"172.16.193.250 → 168.95.98.254 → 168.95.128.50 → * → * → 220.128.3.93 → 220.128.2.185 → * → * → * → * → 103.137.22.224"
15,"2025-09-13 04:23:13",local_mac,103.147.22.54,"Private → HINET Data Communication Business Group, TW → NA → HURRICANE, US → NA → TWDS-AS-TW Taiwan Digital Streaming Co., TW",41.1773920059204,"172.16.193.250 → 168.95.98.254 → 168.95.128.42 → * → * → * → * → 220.128.6.50 → * → * → 184.104.188.98 → 184.104.199.146 → 103.158.187.11 → 103.147.22.54"
16,"2025-09-13 04:23:59",local_mac,160.30.99.50,"Private → HINET Data Communication Business Group, TW → NA → LAZCO LAZCO STUDIO LTD, GB",14.6681467692057,"172.16.193.250 → 168.95.98.254 → 168.95.128.42 → * → * → 220.128.3.109 → 220.128.2.185 → * → * → * → * → 160.30.99.50"
17,"2025-09-13 04:24:33",local_mac,63.222.40.114,"Private → HINET Data Communication Business Group, TW → NA → CONSOLE-CONNECT-ASN, US",31.854248046875,"172.16.193.250 → 168.95.98.254 → 168.95.128.46 → * → * → 220.128.12.221 → 220.128.6.157 → 63.218.56.101 → 63.223.9.90 → 63.222.40.114"
18,"2025-09-13 04:25:10",local_mac,160.30.98.28,"Private → HINET Data Communication Business Group, TW → NA → CONSOLE-CONNECT-ASN, US → AS-SIMPLE Simple Information, Inc., TW",30.5381417274475,"172.16.193.250 → 168.95.98.254 → 168.95.129.54 → * → * → 220.128.7.45 → 220.128.6.157 → 63.218.56.101 → 63.223.9.70 → 63.222.113.55 → * → 160.30.98.28"
19,"2025-09-13 07:18:50",local_mac,134.208.12.160,"Private → HINET Data Communication Business Group, TW → NA → HINET Data Communication Business Group, TW → ERX-TANET-ASN1 Taiwan Academic Network TANet Information Center, TW",46.0367032459804,"172.20.10.1 → 10.159.65.141 → 10.159.65.81 → 10.159.67.167 → 10.159.67.178 → 210.65.126.198 → * → * → 220.128.11.1 → 220.128.11.46 → 211.22.226.4 → * → * → 134.208.12.160"
20,"2025-09-13 07:19:26",local_mac,103.153.176.111,"Private → HINET Data Communication Business Group, TW → NA → HINET Data Communication Business Group, TW → NA → AS-FASTLINE Hong Da Storage Equipment Co., Ltd., TW",29.9043655395508,"172.20.10.1 → 10.159.65.141 → 10.159.65.85 → 10.159.67.167 → 10.159.67.177 → 210.65.126.194 → * → * → 220.128.3.93 → 220.128.1.105 → 203.75.230.117 → 103.123.253.13 → 113.21.85.137 → * → 103.51.91.6 → 103.153.176.111"
21,"2025-09-13 07:20:18",local_mac,103.167.250.30,"Private → HINET Data Communication Business Group, TW → NA → HINET Data Communication Business Group, TW → SDCL-AS-AP Sky Digital Co., Ltd., TW → ITLAB-AS-AP Internet Technology Laboratory, TW",40.5169655294979,"172.20.10.1 → 10.159.65.141 → 10.159.65.81 → 10.159.67.167 → 10.159.67.178 → 210.65.126.198 → * → * → 220.128.3.125 → 220.128.1.173 → 210.242.214.125 → * → * → * → 103.246.218.58 → * → 103.167.250.30"
22,"2025-09-13 07:20:50",local_mac,103.153.176.111,"Private → HINET Data Communication Business Group, TW → NA → HINET Data Communication Business Group, TW → NA → AS-FASTLINE Hong Da Storage Equipment Co., Ltd., TW",41.2607192993164,"172.20.10.1 → 10.159.65.141 → 10.159.65.85 → 10.159.67.167 → 10.159.67.177 → 210.65.126.194 → * → * → * → 220.128.1.105 → 203.75.230.117 → 103.123.253.13 → 113.21.85.137 → * → 103.51.91.6 → 103.153.176.111"
23,"2025-09-13 07:21:39",local_mac,103.137.22.224,"Private → HINET Data Communication Business Group, TW → NA → SDCL-AS-AP Sky Digital Co., Ltd., TW",31.3375949859619,"172.20.10.1 → 10.159.65.141 → 10.159.65.81 → 10.159.67.167 → 10.159.67.178 → 210.65.126.198 → * → * → 220.128.3.137 → 220.128.2.185 → * → * → * → * → 103.137.22.224"
24,"2025-09-13 07:22:33",local_mac,103.147.22.54,"Private → HINET Data Communication Business Group, TW → NA → HURRICANE, US → NA → TWDS-AS-TW Taiwan Digital Streaming Co., TW",96.974583233104,"172.20.10.1 → 10.159.65.141 → 10.159.65.81 → 10.159.67.167 → 10.159.67.178 → 210.65.126.198 → * → * → * → * → 220.128.6.50 → 184.104.194.90 → 184.105.64.126 → 184.104.188.98 → 184.104.199.146 → 103.158.187.11 → 103.147.22.54"
25,"2025-09-13 07:28:14",local_mac,160.30.99.50,"Private → HINET Data Communication Business Group, TW → NA → LAZCO LAZCO STUDIO LTD, GB",29.5039653778076,"172.20.10.1 → 10.159.65.141 → 10.159.65.85 → 10.159.67.167 → 10.159.67.177 → 210.65.126.194 → * → * → 220.128.3.93 → 220.128.2.185 → * → * → * → * → 160.30.99.50"
26,"2025-09-13 07:28:55",local_mac,63.222.40.114,"Private → HINET Data Communication Business Group, TW → NA → CONSOLE-CONNECT-ASN, US",62.5334336207463,"172.20.10.1 → 10.159.65.141 → 10.159.65.85 → 10.159.67.167 → 10.159.67.178 → 210.65.126.198 → * → * → 220.128.7.45 → 220.128.6.129 → 63.218.56.101 → 63.223.9.90 → 63.222.40.114"
27,"2025-09-13 07:29:43",local_mac,160.30.98.28,"Private → HINET Data Communication Business Group, TW → NA → CONSOLE-CONNECT-ASN, US → AS-SIMPLE Simple Information, Inc., TW",60.2586428324381,"172.20.10.1 → 10.159.65.141 → 10.159.65.81 → 10.159.67.167 → 10.159.67.178 → 210.65.126.198 → * → * → 220.128.13.205 → 220.128.6.137 → 63.218.56.101 → 63.223.9.70 → 63.222.113.55 → * → 160.30.98.28"
